# © 2026 Ambika Analytics LLC Confidential and Proprietary Trade Secret – Not for Distribution
# Copyright (c) 2017-2026 Ambika Analytics LLC (https://acceleratedindexing.com/). All rights reserved.

AAPIS™ MONTE CARLO TEST: SCRAPE MODE
Started at: 22:20:06 4/27/2026

To establish a baseline, we performed a Monte Carlo stress test
where the AAPIS™ predictive signals were replaced with stochastic (random)
entries maintaining the same historical frequency.

======================================================================

[1/2] Capturing Base Case performance...
 >> Strategy CAGR:    22.38%
 >> Strategy Sortino: 1.21

[2/2] Running 1000 Random Iterations...
Iteration: 0001 | Random CAGR:  12.77% | Random Sortino:  0.72
Iteration: 0772 | Random CAGR:  12.49% | Random Sortino:  0.73
Iteration: 0773 | Random CAGR:  15.36% | Random Sortino:  0.68
Iteration: 0774 | Random CAGR:  13.70% | Random Sortino:  0.77
Iteration: 0775 | Random CAGR:   8.44% | Random Sortino:  0.49
Iteration: 0776 | Random CAGR:  11.02% | Random Sortino:  0.46
Iteration: 0777 | Random CAGR:  15.62% | Random Sortino:  0.74
Iteration: 0778 | Random CAGR:  14.56% | Random Sortino:  0.67
Iteration: 0779 | Random CAGR:  14.70% | Random Sortino:  0.84
Iteration: 0780 | Random CAGR:  14.36% | Random Sortino:  0.67
Iteration: 0781 | Random CAGR:  14.70% | Random Sortino:  0.79
Iteration: 0782 | Random CAGR:  16.05% | Random Sortino:  0.84
Iteration: 0783 | Random CAGR:   9.15% | Random Sortino:  0.50
Iteration: 0784 | Random CAGR:   8.30% | Random Sortino:  0.43
Iteration: 0785 | Random CAGR:  12.18% | Random Sortino:  0.62
Iteration: 0786 | Random CAGR:  13.75% | Random Sortino:  0.71
Iteration: 0787 | Random CAGR:  12.49% | Random Sortino:  0.77
Iteration: 0788 | Random CAGR:  14.76% | Random Sortino:  0.83
Iteration: 0789 | Random CAGR:  12.32% | Random Sortino:  0.75
Iteration: 0790 | Random CAGR:  16.73% | Random Sortino:  1.01
Iteration: 0791 | Random CAGR:  10.16% | Random Sortino:  0.56
Iteration: 0792 | Random CAGR:  11.21% | Random Sortino:  0.62
Iteration: 0793 | Random CAGR:  13.41% | Random Sortino:  0.76
Iteration: 0794 | Random CAGR:  15.60% | Random Sortino:  0.70
Iteration: 0795 | Random CAGR:  16.34% | Random Sortino:  0.80
Iteration: 0796 | Random CAGR:   7.44% | Random Sortino:  0.43
Iteration: 0797 | Random CAGR:  12.40% | Random Sortino:  0.61
Iteration: 0798 | Random CAGR:  14.53% | Random Sortino:  0.68
Iteration: 0799 | Random CAGR:  16.99% | Random Sortino:  0.77
Iteration: 0800 | Random CAGR:  16.33% | Random Sortino:  0.91
 ... 800 runs completed
Iteration: 0801 | Random CAGR:   9.40% | Random Sortino:  0.63
Iteration: 0802 | Random CAGR:  14.69% | Random Sortino:  0.81
Iteration: 0803 | Random CAGR:  11.33% | Random Sortino:  0.54
Iteration: 0804 | Random CAGR:  12.89% | Random Sortino:  0.76
Iteration: 0805 | Random CAGR:  13.01% | Random Sortino:  0.90
Iteration: 0806 | Random CAGR:  14.00% | Random Sortino:  0.88
Iteration: 0807 | Random CAGR:  15.83% | Random Sortino:  0.96
Iteration: 0808 | Random CAGR:  13.25% | Random Sortino:  0.57
Iteration: 0809 | Random CAGR:  13.86% | Random Sortino:  0.68
Iteration: 0810 | Random CAGR:  12.68% | Random Sortino:  0.74
Iteration: 0811 | Random CAGR:  14.54% | Random Sortino:  1.02
Iteration: 0812 | Random CAGR:  12.81% | Random Sortino:  0.71
Iteration: 0813 | Random CAGR:  15.98% | Random Sortino:  1.01
Iteration: 0814 | Random CAGR:  11.68% | Random Sortino:  0.72
Iteration: 0815 | Random CAGR:  11.99% | Random Sortino:  0.68
Iteration: 0816 | Random CAGR:  12.11% | Random Sortino:  0.56
Iteration: 0817 | Random CAGR:  12.84% | Random Sortino:  0.57
Iteration: 0818 | Random CAGR:  11.63% | Random Sortino:  0.60
Iteration: 0819 | Random CAGR:  14.40% | Random Sortino:  0.96
Iteration: 0820 | Random CAGR:  12.31% | Random Sortino:  0.66
Iteration: 0821 | Random CAGR:  12.18% | Random Sortino:  0.65
Iteration: 0822 | Random CAGR:  12.39% | Random Sortino:  0.59
Iteration: 0823 | Random CAGR:  11.49% | Random Sortino:  0.75
Iteration: 0824 | Random CAGR:  10.10% | Random Sortino:  0.53
Iteration: 0825 | Random CAGR:  14.06% | Random Sortino:  0.86
Iteration: 0826 | Random CAGR:  11.55% | Random Sortino:  0.64
Iteration: 0827 | Random CAGR:  15.88% | Random Sortino:  0.85
Iteration: 0828 | Random CAGR:  13.33% | Random Sortino:  0.79
Iteration: 0829 | Random CAGR:  12.41% | Random Sortino:  0.68
Iteration: 0830 | Random CAGR:  15.56% | Random Sortino:  0.75
Iteration: 0831 | Random CAGR:  12.01% | Random Sortino:  0.64
Iteration: 0832 | Random CAGR:  12.57% | Random Sortino:  0.76
Iteration: 0833 | Random CAGR:  17.10% | Random Sortino:  1.10
Iteration: 0834 | Random CAGR:  13.59% | Random Sortino:  0.67
Iteration: 0835 | Random CAGR:  12.55% | Random Sortino:  0.89
Iteration: 0836 | Random CAGR:  14.26% | Random Sortino:  0.79
Iteration: 0837 | Random CAGR:  11.21% | Random Sortino:  0.56
Iteration: 0838 | Random CAGR:  11.71% | Random Sortino:  0.71
Iteration: 0839 | Random CAGR:  10.63% | Random Sortino:  0.61
Iteration: 0840 | Random CAGR:  16.37% | Random Sortino:  0.97
Iteration: 0841 | Random CAGR:  11.05% | Random Sortino:  0.52
Iteration: 0842 | Random CAGR:  14.18% | Random Sortino:  0.53
Iteration: 0843 | Random CAGR:  13.73% | Random Sortino:  0.71
Iteration: 0844 | Random CAGR:   9.15% | Random Sortino:  0.57
Iteration: 0845 | Random CAGR:  10.72% | Random Sortino:  0.56
Iteration: 0846 | Random CAGR:  13.79% | Random Sortino:  0.71
Iteration: 0847 | Random CAGR:  16.91% | Random Sortino:  1.04
Iteration: 0848 | Random CAGR:  12.73% | Random Sortino:  0.66
Iteration: 0849 | Random CAGR:  15.10% | Random Sortino:  0.70
Iteration: 0850 | Random CAGR:   8.67% | Random Sortino:  0.45
Iteration: 0851 | Random CAGR:  16.38% | Random Sortino:  0.81
Iteration: 0852 | Random CAGR:  15.41% | Random Sortino:  0.78
Iteration: 0853 | Random CAGR:  11.97% | Random Sortino:  0.71
Iteration: 0854 | Random CAGR:  13.32% | Random Sortino:  0.75
Iteration: 0855 | Random CAGR:  10.09% | Random Sortino:  0.59
Iteration: 0856 | Random CAGR:  11.06% | Random Sortino:  0.60
Iteration: 0857 | Random CAGR:  12.72% | Random Sortino:  0.58
Iteration: 0858 | Random CAGR:  12.11% | Random Sortino:  0.63
Iteration: 0859 | Random CAGR:  14.34% | Random Sortino:  0.70
Iteration: 0860 | Random CAGR:  12.65% | Random Sortino:  0.71
Iteration: 0861 | Random CAGR:  10.06% | Random Sortino:  0.58
Iteration: 0862 | Random CAGR:  14.33% | Random Sortino:  0.79
Iteration: 0863 | Random CAGR:  11.27% | Random Sortino:  0.57
Iteration: 0864 | Random CAGR:   9.41% | Random Sortino:  0.51
Iteration: 0865 | Random CAGR:  14.36% | Random Sortino:  0.86
Iteration: 0866 | Random CAGR:  13.59% | Random Sortino:  0.55
Iteration: 0867 | Random CAGR:  11.63% | Random Sortino:  0.66
Iteration: 0868 | Random CAGR:   8.61% | Random Sortino:  0.49
Iteration: 0869 | Random CAGR:  10.16% | Random Sortino:  0.65
Iteration: 0870 | Random CAGR:  11.85% | Random Sortino:  0.48
Iteration: 0871 | Random CAGR:  12.49% | Random Sortino:  0.59
Iteration: 0872 | Random CAGR:   8.10% | Random Sortino:  0.46
Iteration: 0873 | Random CAGR:  12.22% | Random Sortino:  0.61
Iteration: 0874 | Random CAGR:  13.80% | Random Sortino:  0.89
Iteration: 0875 | Random CAGR:  10.85% | Random Sortino:  0.66
Iteration: 0876 | Random CAGR:  10.80% | Random Sortino:  0.61
Iteration: 0877 | Random CAGR:  14.81% | Random Sortino:  0.84
Iteration: 0878 | Random CAGR:  13.69% | Random Sortino:  0.77
Iteration: 0879 | Random CAGR:  13.80% | Random Sortino:  0.63
Iteration: 0880 | Random CAGR:  16.42% | Random Sortino:  0.92
Iteration: 0881 | Random CAGR:  12.93% | Random Sortino:  0.74
Iteration: 0882 | Random CAGR:  10.08% | Random Sortino:  0.72
Iteration: 0883 | Random CAGR:  11.95% | Random Sortino:  0.78
Iteration: 0884 | Random CAGR:  13.65% | Random Sortino:  0.77
Iteration: 0885 | Random CAGR:  11.81% | Random Sortino:  0.71
Iteration: 0886 | Random CAGR:  10.84% | Random Sortino:  0.59
Iteration: 0887 | Random CAGR:  12.19% | Random Sortino:  0.57
Iteration: 0888 | Random CAGR:  15.20% | Random Sortino:  0.93
Iteration: 0889 | Random CAGR:  12.13% | Random Sortino:  0.66
Iteration: 0890 | Random CAGR:  11.95% | Random Sortino:  0.63
Iteration: 0891 | Random CAGR:   7.67% | Random Sortino:  0.40
Iteration: 0892 | Random CAGR:  11.17% | Random Sortino:  0.62
Iteration: 0893 | Random CAGR:  12.16% | Random Sortino:  0.64
Iteration: 0894 | Random CAGR:  13.73% | Random Sortino:  0.73
Iteration: 0895 | Random CAGR:  11.29% | Random Sortino:  0.64
Iteration: 0896 | Random CAGR:  12.94% | Random Sortino:  0.69
Iteration: 0897 | Random CAGR:  11.84% | Random Sortino:  0.67
Iteration: 0898 | Random CAGR:  10.56% | Random Sortino:  0.66
Iteration: 0899 | Random CAGR:  11.74% | Random Sortino:  0.78
Iteration: 0900 | Random CAGR:   9.50% | Random Sortino:  0.51
 ... 900 runs completed
Iteration: 0901 | Random CAGR:  14.80% | Random Sortino:  0.65
Iteration: 0902 | Random CAGR:  13.05% | Random Sortino:  0.68
Iteration: 0903 | Random CAGR:  11.44% | Random Sortino:  0.59
Iteration: 0904 | Random CAGR:  13.95% | Random Sortino:  0.82
Iteration: 0905 | Random CAGR:  14.77% | Random Sortino:  0.78
Iteration: 0906 | Random CAGR:   9.25% | Random Sortino:  0.54
Iteration: 0907 | Random CAGR:  13.43% | Random Sortino:  0.70
Iteration: 0908 | Random CAGR:  12.29% | Random Sortino:  0.56
Iteration: 0909 | Random CAGR:  14.91% | Random Sortino:  0.82
Iteration: 0910 | Random CAGR:  13.49% | Random Sortino:  0.71
Iteration: 0911 | Random CAGR:  11.62% | Random Sortino:  0.51
Iteration: 0912 | Random CAGR:   8.36% | Random Sortino:  0.44
Iteration: 0913 | Random CAGR:  11.97% | Random Sortino:  0.63
Iteration: 0914 | Random CAGR:  11.47% | Random Sortino:  0.58
Iteration: 0915 | Random CAGR:  11.49% | Random Sortino:  0.66
Iteration: 0916 | Random CAGR:  12.14% | Random Sortino:  0.67
Iteration: 0917 | Random CAGR:  11.02% | Random Sortino:  0.65
Iteration: 0918 | Random CAGR:   9.89% | Random Sortino:  0.51
Iteration: 0919 | Random CAGR:  11.33% | Random Sortino:  0.63
Iteration: 0920 | Random CAGR:  13.36% | Random Sortino:  0.77
Iteration: 0921 | Random CAGR:  12.34% | Random Sortino:  0.71
Iteration: 0922 | Random CAGR:  10.85% | Random Sortino:  0.63
Iteration: 0923 | Random CAGR:  13.03% | Random Sortino:  0.74
Iteration: 0924 | Random CAGR:  12.51% | Random Sortino:  0.84
Iteration: 0925 | Random CAGR:  14.48% | Random Sortino:  0.74
Iteration: 0926 | Random CAGR:   9.84% | Random Sortino:  0.48
Iteration: 0927 | Random CAGR:  11.95% | Random Sortino:  0.77
Iteration: 0928 | Random CAGR:  12.46% | Random Sortino:  0.80
Iteration: 0929 | Random CAGR:  14.32% | Random Sortino:  0.93
Iteration: 0930 | Random CAGR:  14.28% | Random Sortino:  0.80
Iteration: 0931 | Random CAGR:  16.06% | Random Sortino:  0.84
Iteration: 0932 | Random CAGR:  12.29% | Random Sortino:  0.71
Iteration: 0933 | Random CAGR:  12.79% | Random Sortino:  0.61
Iteration: 0934 | Random CAGR:  12.55% | Random Sortino:  0.60
Iteration: 0935 | Random CAGR:  14.28% | Random Sortino:  0.70
Iteration: 0936 | Random CAGR:   8.59% | Random Sortino:  0.50
Iteration: 0937 | Random CAGR:  12.28% | Random Sortino:  0.65
Iteration: 0938 | Random CAGR:  13.68% | Random Sortino:  0.84
Iteration: 0939 | Random CAGR:  13.56% | Random Sortino:  0.80
Iteration: 0940 | Random CAGR:  14.34% | Random Sortino:  0.59
Iteration: 0941 | Random CAGR:  12.01% | Random Sortino:  0.63
Iteration: 0942 | Random CAGR:  12.00% | Random Sortino:  0.66
Iteration: 0943 | Random CAGR:  14.75% | Random Sortino:  0.95
Iteration: 0944 | Random CAGR:   9.82% | Random Sortino:  0.55
Iteration: 0945 | Random CAGR:  11.27% | Random Sortino:  0.61
Iteration: 0946 | Random CAGR:  14.86% | Random Sortino:  0.71
Iteration: 0947 | Random CAGR:  14.99% | Random Sortino:  0.89
Iteration: 0948 | Random CAGR:  13.26% | Random Sortino:  0.62
Iteration: 0949 | Random CAGR:  11.18% | Random Sortino:  0.72
Iteration: 0950 | Random CAGR:  10.87% | Random Sortino:  0.58
Iteration: 0951 | Random CAGR:  14.08% | Random Sortino:  0.80
Iteration: 0952 | Random CAGR:  15.80% | Random Sortino:  0.84
Iteration: 0953 | Random CAGR:  12.62% | Random Sortino:  0.60
Iteration: 0954 | Random CAGR:  13.62% | Random Sortino:  0.66
Iteration: 0955 | Random CAGR:  13.25% | Random Sortino:  0.83
Iteration: 0956 | Random CAGR:  14.01% | Random Sortino:  0.68
Iteration: 0957 | Random CAGR:  16.49% | Random Sortino:  0.76
Iteration: 0958 | Random CAGR:  11.42% | Random Sortino:  0.64
Iteration: 0959 | Random CAGR:  13.00% | Random Sortino:  0.70
Iteration: 0960 | Random CAGR:  14.59% | Random Sortino:  0.81
Iteration: 0961 | Random CAGR:  11.03% | Random Sortino:  0.65
Iteration: 0962 | Random CAGR:  12.59% | Random Sortino:  0.65
Iteration: 0963 | Random CAGR:   9.50% | Random Sortino:  0.51
Iteration: 0964 | Random CAGR:  12.31% | Random Sortino:  0.67
Iteration: 0965 | Random CAGR:  10.16% | Random Sortino:  0.58
Iteration: 0966 | Random CAGR:  10.74% | Random Sortino:  0.56
Iteration: 0967 | Random CAGR:  14.24% | Random Sortino:  0.83
Iteration: 0968 | Random CAGR:  12.93% | Random Sortino:  0.58
Iteration: 0969 | Random CAGR:  11.08% | Random Sortino:  0.59
Iteration: 0970 | Random CAGR:  11.93% | Random Sortino:  0.50
Iteration: 0971 | Random CAGR:  15.04% | Random Sortino:  1.02
Iteration: 0972 | Random CAGR:  10.27% | Random Sortino:  0.58
Iteration: 0973 | Random CAGR:  14.07% | Random Sortino:  0.71
Iteration: 0974 | Random CAGR:  13.29% | Random Sortino:  0.80
Iteration: 0975 | Random CAGR:  11.00% | Random Sortino:  0.58
Iteration: 0976 | Random CAGR:  14.53% | Random Sortino:  0.75
Iteration: 0977 | Random CAGR:  12.36% | Random Sortino:  0.71
Iteration: 0978 | Random CAGR:   9.89% | Random Sortino:  0.56
Iteration: 0979 | Random CAGR:  11.46% | Random Sortino:  0.66
Iteration: 0980 | Random CAGR:  13.53% | Random Sortino:  0.73
Iteration: 0981 | Random CAGR:  15.55% | Random Sortino:  1.05
Iteration: 0982 | Random CAGR:   9.37% | Random Sortino:  0.53
Iteration: 0983 | Random CAGR:  16.03% | Random Sortino:  0.99
Iteration: 0984 | Random CAGR:  10.70% | Random Sortino:  0.53
Iteration: 0985 | Random CAGR:   9.14% | Random Sortino:  0.48
Iteration: 0986 | Random CAGR:  14.04% | Random Sortino:  0.74
Iteration: 0987 | Random CAGR:  17.40% | Random Sortino:  0.99
Iteration: 0988 | Random CAGR:  16.41% | Random Sortino:  0.80
Iteration: 0989 | Random CAGR:  11.27% | Random Sortino:  0.68
Iteration: 0990 | Random CAGR:   7.23% | Random Sortino:  0.43
Iteration: 0991 | Random CAGR:  15.21% | Random Sortino:  0.88
Iteration: 0992 | Random CAGR:  15.16% | Random Sortino:  0.74
Iteration: 0993 | Random CAGR:   8.03% | Random Sortino:  0.53
Iteration: 0994 | Random CAGR:  12.08% | Random Sortino:  0.68
Iteration: 0995 | Random CAGR:   9.84% | Random Sortino:  0.53
Iteration: 0996 | Random CAGR:   9.91% | Random Sortino:  0.66
Iteration: 0997 | Random CAGR:   9.70% | Random Sortino:  0.45
Iteration: 0998 | Random CAGR:  16.43% | Random Sortino:  1.02
Iteration: 0999 | Random CAGR:  12.85% | Random Sortino:  0.69
Iteration: 1000 | Random CAGR:   9.02% | Random Sortino:  0.46
 ... 1000 runs completed

======================================================================
FINAL PROBABILITY ANALYSIS
======================================================================
Random signals outperforming CAGR:    0.00%
Random signals outperforming Sortino: 0.10%
----------------------------------------------------------------------
VERDICT: STATISTICALLY SIGNIFICANT. AAPIS™ data analytics model beats luck.
======================================================================
